number,F_C,code_LWJ,last name,last name1,first name,name,string,line,sex,son-in-law,Gov._Exam,Grade,occupational_title,grade2,New_Grade,place of family origin,Final_place of family origin,Final_period,Birth_Year,Death_Year,Date_OT,father,grand_f,great_grand_f,great_great_grand_f,father_of_m,grand_father_of_mother,great_grand_father_of_mother,spouse1_familyname,spouse1_place of family origin,son_by_spouse1,daughter_by_spouse1,father_spouse1,grand_father_spouse1,great_grand_father_spouse1,father_of_mother_spouse1,grand_of_mother_spouse1,great_grand_father_of_mother_spouse1,spouse2_familyname,spouse2_place of family origin,son_by_spouse2,daughter_by_spouse2,father_spouse2,grand_father_spouse2,great_grand_father_spouse2,father_of_mother_spouse2,grand_mother_spouse2,great_grand_mother_spouse2,spouse3_familyname,spouse3_place of family origin,son_by_spouse3,daughter_by_spouse3,father_spouse3,grand_father_spouse3,great_grand_father_spouse3,mother_spouse3,grand_mother_spouse3,great_grand_mother_spouse3,spouse4_familyname,spouse4_place of family origin,son_by_spouse4,daughter_by_spouse4,father_spouse4,grand_father_spouse4,great_grand_father_spouse4,mother_spouse4,grand_mother_spouse4,great_grand_mother_spouse4,note,1g,2g,3g,4g,5g,6g,7g,8g,9g,10g,11g,12g,13g,14g,15g,16g,17g,18g,19g,20g,21g,22g,line,sex,son-in-law,period,generation,duplicates,q,last,When Last,q,q
8231,8214,7937,민,7,담,민담,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 1 3,0,1,1,,7,감찰,6,,여흥,여흥,11,,,,민호례,민유의,,,,,,이,예안,3,2,이천,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,1,3,,,,,,1,1,1,12,17,,35,1,17,0,0
8232,8215,7938,이,4,충로,충로,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 1 4,0,0,0,,0,부정,4,,예안,예안,11,,,,이천,이송,이승,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,1,4,,,,,,1,0,0,12,17,,35,,18,1,0
8233,8216,7939,신,41,윤주,신윤주,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 1 4 1,0,1,1,,7,봉례,4,,평산,평산,12,,,,신자경,신효창,,,권진,권희정,권용일,이,예안,2,2,이충로,이천,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,1,4,1,,,,,1,1,1,13,18,,37,1,18,0,0
8234,8217,7940,정,12,안지,정안지,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2,1,1,1,,0,부정,4,,,,10,,,,,,,,,,,이,예안,2,1,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,,,,,,,1,1,1,11,16,,33,,18,1,0
8235,8218,7941,정,12,행,행,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 1,0,0,0,,7,,,,,,11,,,,정여지,,,,이송,이승,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,1,,,,,,1,0,0,12,17,,35,,18,0,0
8236,8219,7942,정,12,익손,익손,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 1 1,1,0,0,,0,호군,4,,,,12,,,,정행,정여지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,1,1,,,,,1,0,0,13,18,,37,1,18,1,0
8237,8220,7943,정,12,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 1 2,0,0,0,,0,,,,,,12,,,,정행,정여지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,1,2,,,,,1,0,0,13,18,,37,1,18,0,0
8238,8221,7944,정,12,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 1 3,0,0,0,,0,,,,,,12,,,,정행,정여지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,1,3,,,,,1,0,0,13,18,,37,1,18,0,0
8239,8222,7945,정,12,女,女,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 1 4,0,1,0,,4,,,,,,12,,,,정행,정여지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,1,4,,,,,1,1,0,13,18,,37,1,18,0,0
8240,8223,7946,정,12,치화,치화,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 2,1,0,0,,4,사정,7,,,,11,,,,정여지,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,2,,,,,,1,0,0,12,17,,35,,18,0,0
8241,8224,7947,정,12,원상,원상,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 2 1,1,0,0,,0,참군,7,,,,12,,,,정치화,정여지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,2,1,,,,,1,0,0,13,18,,37,1,18,0,0
8242,8225,7948,정,12,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 2 2,1,0,0,,7,,,,,,12,,,,정치화,정여지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,2,2,,,,,1,0,0,13,18,,37,1,18,0,0
8243,8226,7949,박,3,효공,박효공,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 3,0,1,1,,0,호군,4,,,,11,,,,,,,,,,,정,,,2,정여지,,,이,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,3,,,,,,1,1,1,12,17,,35,,18,1,0
8244,8227,7950,오,49,륜,오륜,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 3 1,0,1,1,,0,,,,,,12,,,,,,,,,,,박,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,3,1,,,,,1,1,1,13,18,,37,1,18,0,0
8245,8228,7951,이,4,희번,이희번,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 2 3 2,0,1,1,,10,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,2,3,2,,,,,1,1,1,13,18,,37,1,18,0,0
8246,8229,7952,윤,54,개,윤개,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 3,0,1,1,,8,판서,2,,파평,파평,10,,,,윤시,윤인선,윤침,,,,,이,예안,1,3,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,3,,,,,,,1,1,1,11,16,,33,,17,1,0
8247,8230,7953,윤,54,복흥,복흥,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 3 1,1,0,0,,10,첨지,3,,파평,파평,11,,,,윤개,윤시,윤인선,윤침,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,3,1,,,,,,1,0,0,12,17,,35,1,17,1,0
8248,8231,7954,이,4,온,온,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4,0,0,0,,5,판사,1,,예안,예안,10,,,1401,이송,이승,,,염제신,염세충,염승익,정,초계,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,,,,,,,1,0,0,11,16,,33,,19,1,0
8249,8232,7955,이,4,신,신,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 1,0,0,0,,5,찰방,6,종6품 지방관,예안,예안,11,,,,이온,이송,이승,,,,,조,양주,5,3,조안도,,,김,김천,김거두,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,1,,,,,,1,0,0,12,17,,35,,19,0,0
8250,8233,7956,이,4,효간,효간,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 1 1,1,0,0,,4,교수,6,,예안,예안,12,,,,이신,이온,이송,이승,조안도,,,이,성주,,,이주,이견기,이수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,1,1,,,,,1,0,0,13,18,,37,1,18,0,0
8251,8234,7957,이,4,의간,의간,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 1 2,0,0,0,,0,직장,7,,예안,예안,12,,,,이신,이온,이송,이승,조안도,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,1,2,,,,,1,0,0,13,18,,37,,19,0,0
8252,8235,7958,이,4,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 1 2 1,0,0,0,,0,,,,예안,예안,13,,,,이의간,이신,이온,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,1,2,1,,,,1,0,0,14,19,,39,1,19,0,0
8253,8236,7959,한,17,운,한운,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 1 3,1,1,1,,0,군수,4,,청주,청주,12,,,,한치원,한부,한영정,한녕,박강,,,이,예안,1,2,이신,이온,이송,조,조안도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,1,3,,,,,1,1,1,13,18,,37,1,18,0,0
8254,8237,7960,홍,19,만령,홍만령,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 1 4,1,1,1,,0,내금,13,,남양,남양,12,,,,홍우명,홍여강,홍잠,홍개도,,,,이,예안,,,이신,이온,이송,조,조안도,,조,,1,,조휘,,,홍,홍지,홍상부,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,1,4,,,,,1,1,1,13,18,,37,1,18,0,0
8255,8238,7961,이,4,보간,보간,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 1 5,0,0,0,,7,현감,6,,예안,예안,12,,,,이신,이온,이송,이승,조안도,,,윤,해평,2,2,윤혼,윤연명,윤달성,신,신윤오,신자경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,1,5,,,,,1,0,0,13,18,,37,1,18,0,0
8256,8239,7962,이,4,사걸,이사걸,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 2,0,1,1,,5,호군,4,,,,11,,,,,,,,,,,이,,,2,이온,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,2,,,,,,1,1,1,12,17,,35,,18,1,0
8257,8240,7963,박,3,효명,박효명,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 2 1,1,1,1,,0,연찬,30,,,,12,,,,,,,,,,,이,,,,이사걸,,,이,이온,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,2,1,,,,,1,1,1,13,18,,37,1,18,0,0
8258,8241,7964,권,1,균,권균,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 2 2,1,1,1,,6,사직,5,,,,12,,,,,,,,,,,이,,1,,이사걸,,,이,이온,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,2,2,,,,,1,1,1,13,18,,37,1,18,0,0
8259,8242,7965,설,37,치x,설치x,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 3,0,1,1,,4,사직,5,,경주,경주,11,,,,,,,,,,,이,,1,1,이온,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,3,,,,,,1,1,1,12,17,,35,,18,1,0
8260,8243,7966,설,37,갑손,갑손,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 3 1,0,0,0,,0,현감,6,,경주,경주,12,,,,설치심,,,,이온,이송,이승,전,,2,1,전자완,,,이,이일원,이지유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,3,1,,,,,1,0,0,13,18,,37,1,18,0,0
8261,8244,7967,유,53,형장,유형장,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 3 2,0,1,1,,0,찰방,6,종6품 지방관,문화,문화,12,,,,유훈,유한생,유량,유계조,김맹렴,김고,김익달,설,경주,4,1,설치심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,3,2,,,,,1,1,1,13,18,,37,1,18,0,0
8262,8245,7968,박,3,종간,박종간,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 4,0,1,1,,5,내금,13,,죽산,죽산,11,,,,박정,박중의,,,,,,이,예안,,1,이온,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,4,,,,,,1,1,1,12,17,,35,,18,0,0
8263,8246,7969,이,4,린,이린,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 4 1,1,1,1,,0,지인,10,,전의,전의,12,,,,이강지,,,,원선,원호,원충,박,죽산,2,2,박종간,박정,박중의,이,이온,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,4,1,,,,,1,1,1,13,18,,37,1,18,0,0
8264,8247,7970,최,15,세호,최세호,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 4 2,1,1,1,,0,,,,전주,전주,12,,,,최도전,최승녕,최사강,최유경,권개,권식,권현,허,,,,허정,,,이,이온,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,4,2,,,,,1,1,1,13,18,,37,1,18,0,0
8265,8248,7971,박,3,女,女,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 4 3,0,1,0,,0,,,,죽산,죽산,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,4,3,,,,,1,1,0,13,18,,37,1,18,0,0
8266,8249,7972,박,3,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 4 4,0,0,0,,0,,,,죽산,죽산,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,4,4,,,,,1,0,0,13,18,,37,1,18,0,0
8267,8250,7973,박,3,女,女,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 4 5,0,1,0,,8,,,,죽산,죽산,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,4,5,,,,,1,1,0,13,18,,37,1,18,0,0
8268,8251,7974,허,18,정,허정,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 5,0,1,1,,8,상장,3,,,,11,,,,,,,,,,,이,,,1,이온,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,5,,,,,,1,1,1,12,17,,35,1,17,1,0
8269,8252,7975,이,4,시,시,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 6,1,0,0,,0,상호군,3,,예안,예안,11,,,,이온,이송,이승,,,,,,,1,2,이온,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,6,,,,,,1,0,0,12,17,,35,,18,1,0
8270,8253,7976,박,3,로,박로,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 6 1,0,1,1,,0,현감,6,,나주,나주,12,,,,박병중,박규,,,김중행,김소,김수익,이,,4,1,이시,이온,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,6,1,,,,,1,1,1,13,18,,37,1,18,0,0
8271,8254,7977,김,2,광필,김광필,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 6 2,0,1,1,,0,군수,4,,,,12,,,,김남손,,,,이수강,이백지,,이,,,,이시,이온,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,6,2,,,,,1,1,1,13,18,,37,1,18,0,0
8272,8255,7978,이,4,수간,수간,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 6 3,1,0,0,,0,도사,5,,예안,예안,12,,,,이시,이온,이송,이승,,,,양,청주,3,1,양순달,양치,양진,정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,6,3,,,,,1,0,0,13,18,,37,1,18,0,0
8273,8256,7979,이,4,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 7 4 6 4,0,0,0,,9,,,,예안,예안,12,,,,이시,이온,이송,이승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,7,4,6,4,,,,,1,0,0,13,18,,37,1,18,0,0
8274,8257,7981,변,34,효경,효경,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1,0,0,0,문과,3,중추,2,,초계,초계,10,,,1419,변남룡,,,,염제신,염세충,염승익,송,여산,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,,,,,,,1,0,0,11,16,,33,,18,1,0
8275,8258,7982,박,3,기명,박기명,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 1,0,1,1,,0,통사랑,8,,,,11,,,,,,,,,,,변,초계,1,1,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,1,,,,,,1,1,1,12,17,,35,,18,0,0
8276,8259,7983,박,3,율,율,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 1 1,0,0,0,,0,,,,,,12,,,,박기명,,,,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,1,1,,,,,1,0,0,13,18,,37,1,18,0,0
8277,8260,7984,박,3,女,女,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 1 2,0,1,0,,0,,,,,,12,,,,박기명,,,,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,1,2,,,,,1,1,0,13,18,,37,1,18,0,0
8278,8261,7985,김,2,정,김정,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 2,1,1,1,,6,,,,,,11,,,,,,,,,,,변,초계,,,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,2,,,,,,1,1,1,12,17,,35,1,17,0,0
8279,8262,7986,진,57,극충,진극충,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 3,0,1,1,,0,군사,5,,임피,임피,11,,,,진선,진여안,,,,,,변,초계,5,4,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,3,,,,,,1,1,1,12,17,,35,,18,1,0
8280,8263,7987,안,43,경조,안경조,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 3 1,0,1,1,,0,,,,죽산,죽산,12,,,,,,,,,,,진,임피,,,진극충,진선,진여안,변,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,3,1,,,,,1,1,1,13,18,,37,1,18,0,0
8281,8264,7988,진,57,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 3 2,0,0,0,,0,,,,임피,임피,12,,,,진극충,진선,진여안,,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,3,2,,,,,1,0,0,13,18,,37,1,18,0,0
8282,8265,7989,진,57,女,女,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 3 3,1,1,0,,0,,,,임피,임피,12,,,,진극충,진선,진여안,,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,3,3,,,,,1,1,0,13,18,,37,1,18,0,0
8283,8266,7990,진,57,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 3 4,1,0,0,,0,,,,임피,임피,12,,,,진극충,진선,진여안,,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,3,4,,,,,1,0,0,13,18,,37,1,18,0,0
8284,8267,7991,진,57,女,女,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 1 3 5,0,1,0,,9,,,,임피,임피,12,,,,진극충,진선,진여안,,변효경,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,1,3,5,,,,,1,1,0,13,18,,37,1,18,0,0
8285,8268,7992,변,34,효문,효문,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2,0,0,0,문과,5,부윤,2,,초계,초계,10,1396,,1414,변남룡,,,,염제신,염세충,염승익,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,,,,,,,1,0,0,11,16,,33,,18,1,0
8286,8269,7993,변,34,계흠,계흠,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 1,0,0,0,,0,현감,6,,초계,초계,11,,,,변효문,변남룡,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,1,,,,,,1,0,0,12,17,,35,,18,0,0
8287,8270,7994,변,34,찬,찬,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 1 1,0,0,0,,0,,,,초계,초계,12,,,,변계흠,변효문,변남룡,,,,,윤,무송,2,1,윤함,윤미경,윤충보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,1,1,,,,,1,0,0,13,18,,37,1,18,0,0
8288,8271,7995,변,34,서,서,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 1 2,0,0,0,,0,,,,초계,초계,12,,,,변계흠,변효문,변남룡,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,1,2,,,,,1,0,0,13,18,,37,1,18,0,0
8289,8272,7996,변,34,진,진,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 1 3,0,0,0,,0,,,,초계,초계,12,,,,변계흠,변효문,변남룡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,1,3,,,,,1,0,0,13,18,,37,1,18,0,0
8290,8273,7997,채,14,년,채년,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 1 4,0,1,1,,0,현감,6,,인천,인천,12,,,,채신보,채륜,채영,,유승순,유사근,유호,변,초계,1,2,변계흠,변효문,변남룡,,,,윤,해평,3,1,윤제,윤처신,윤사수,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,1,4,,,,,1,1,1,13,18,,37,1,18,0,0
8291,8274,7998,변,34,균,균,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 2,0,0,0,,6,능직,30,,초계,초계,11,,,1447,변효문,변남룡,,,,,,이,연안,1,2,이근강,,,권,권집지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,2,,,,,,1,0,0,12,17,,35,,18,0,0
8292,8275,7999,김,2,진경,김진경,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 2 1,0,1,1,,0,목사,3,,경주,경주,12,,,,김신민,김중성,김균,,,,,변,초계,3,2,변균,변효문,변남룡,이,이근강,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,2,1,,,,,1,1,1,13,18,,37,1,18,1,0
8293,8276,8000,변,34,함,함,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 2 2,0,0,0,,0,,,,초계,초계,12,,,,변균,변효문,변남룡,,이근강,,,구,능성,1,1,구문신,구서,,민,민보문,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,2,2,,,,,1,0,0,13,18,,37,1,18,0,0
8294,8277,8001,신,41,홍,신홍,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 2 3,0,1,1,,5,여절교위,6,,고령,고령,12,,,,,,,,,,,변,초계,3,1,변균,변효문,변남룡,이,이근강,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,2,3,,,,,1,1,1,13,18,,37,1,18,0,0
8295,8278,8002,변,34,심,변심,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 3,0,0,0,,0,개령현감,6,,초계,초계,11,,,,변효문,변남룡,,,,,,민,여흥,2,1,민형손,민효흔,민대생,노,노처균,노상례,이,양산,,1,이팔동,,,이,이강,이웅,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,3,,,,,,1,0,0,12,17,,35,,18,0,0
